fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.3394498590546695,-1.1995671239629526,0.4485078474407534,0.056664837783860986,-0.6508199203063404,-0.5643075369192809,-0.23433411979477334,-0.11595500437257651,0.5820997730980357,0.18343681169678042,1.264451866838446
2.5279479391172486,0.385444440140173,1.113589947552873,0.2046139531503683,-0.2658826571070089,-1.0430776347300579,-0.8331965499599692,-0.11551487342477723,-1.09554405909169,-0.5199461004008235,0.8946491354745542
-1.1579435641460434,0.8226890095479321,-1.3420978067072604,0.8703849722996524,0.3013933097130585,1.542280893448138,0.21481270282912354,-0.11592705955049402,1.2918721636398425,0.007591083672379936,0.8021984526335816
-0.1788786335917312,1.068639079839796,-0.16541409112427993,0.2046139531503683,-0.10380380944413238,-0.5643075369192809,0.4543576748952019,-0.11581178715940373,0.259475959215397,-0.5785613430756232,-0.39966042429906634
-0.9275753451920874,0.7680334383719623,-1.2909376451601744,-0.4611570659989154,-0.5495206405170426,0.9677567760752055,-0.14450475526999396,-0.11604000320641077,0.5175750103215091,0.9454349664691847,0.4323957212696898
0.28185780431618074,2.3257172168871025,-1.137457160518916,-0.535131623682169,-0.2658826571070089,-1.0430776347300579,-0.8331965499599692,-0.1158921285228909,-0.06314785466724451,-1.2819442551732274,-0.7694631556629582
-0.23647068833021995,1.0413112942518112,-0.5235352219538827,0.056664837783860986,0.15957431800804175,0.39323265870227314,-0.26427724130303315,-0.11570117223866053,0.5820997730980357,-0.7544070711000244,-0.8619138385039307
-0.2940627430687092,-0.1611112716195254,0.14154687815823674,-0.4611570659989154,-0.2658826571070089,-0.7558155760435917,-0.7433671854351899,-0.11592240208014694,0.0013769081092849425,-0.5785613430756232,-0.029857692935174557
-0.2940627430687092,-0.3797335563234047,-0.06309376803010762,-0.4611570659989154,-0.002504529654834802,0.6804947173887393,0.18486958132086376,-0.11566624121105741,0.7756740614276212,0.4765130250707823,-1.13926588702685
-0.6972071262381319,0.8773445807239014,-1.1886173220660021,-0.3132079506324078,-0.40770164881202564,0.29747863914011774,-0.5936515778938909,-0.11578034923456092,0.8401988242041478,0.06620632634718031,-0.5845617899810114
-0.06369452411475372,0.33078886896420306,-1.3932579682543467,-0.017309719899392832,0.09879475013446305,0.29747863914011774,0.3345851888621627,0.932718690241317,1.2273474008633158,-0.051024159002420445,-1.0468152041858758
1.2033306801320036,-0.6530114122032542,1.4205509168353898,0.5005121838833836,-0.24562280114914936,0.5847406978265839,0.21481270282912354,-0.11549158607304182,-1.0310192963151634,1.3557416651927874,-0.4921111071400389
-0.6396150714996427,-0.1611112716195254,-0.4723750604067966,-0.3132079506324078,-0.34692208093844723,-0.37279949779497007,-0.4738790918608517,-0.11572329522280916,1.356396926416372,0.35928253972118157,-0.7694631556629582
2.8159082128096933,-0.3797335563234047,1.2670704321941315,-0.23923339294915397,-0.34692208093844723,-0.37279949779497007,-0.3541066058278125,0.9331844372760252,-1.3536431101978021,-0.5785613430756232,-1.324167252708795
-0.2940627430687092,0.05751101308435418,-0.06309376803010762,-0.3871825083156616,-0.002504529654834802,0.6804947173887393,0.03515397377956479,-0.11566624121105741,0.6466245358745651,0.4765130250707823,-1.13926588702685
-0.2940627430687092,0.49475558249211277,-1.137457160518916,-0.16525883526590046,-0.18484323327557065,-0.9473236151679025,-0.863139671468229,-0.11575356878006521,-0.1276726174437711,-0.1682546443520212,-1.0468152041858758
-0.8699832904535987,2.0797671465952385,-1.08629699897183,-0.3871825083156616,-0.5697804964749023,-1.1388316542922132,-1.0727415220260477,-0.1159200733449734,1.4209216891928986,-0.10963940167722082,0.4323957212696898
-0.8699832904535987,0.16682215543629397,-1.2397774836130884,-0.6091061813654229,-0.0835439534862728,0.20172461957796234,-0.3541066058278125,-0.11581760899733758,0.8401988242041478,-0.1682546443520212,-0.39966042429906634
-0.8699832904535987,0.33078886896420306,-0.8816563527834855,-0.6091061813654229,-0.5090009286013235,1.733788932572449,0.18486958132086376,-0.11593404575601464,0.6466245358745651,0.06620632634718031,-0.6770124728219856
-0.46683890728417593,0.44010001131614285,-0.3700547373126243,-0.6091061813654229,-0.24562280114914936,1.9252969716967596,0.39447143187868233,-0.1160341813684769,-1.3536431101978021,-1.5164052258724285,-1.0468152041858758
-0.8699832904535987,0.6040667248440525,-1.3932579682543467,0.1306393954671148,0.7065904288702496,-0.08553743910850388,-0.41399284884433213,-0.115982949194659,0.8401988242041478,-0.1682546443520212,0.8021984526335816
-0.7547991809766207,0.11216658426032408,-0.7281758681422271,-0.23923339294915397,-0.2658826571070089,-0.08553743910850388,-0.3541066058278125,-0.11592240208014694,0.32400072199192365,-0.4027156150512227,-0.6770124728219856
0.10908164010071351,-0.2157668427954953,-0.8304961912363995,-0.16525883526590046,-0.0835439534862728,-0.6600615564814363,0.6040732824365008,-0.11581760899733758,-0.9019697707621074,-0.7544070711000244,-0.9543645213449032
